Name,gwp20,loggwp20,gwp100,loggwp100,gwp500,loggwp500,smiles
HCFC-261fb,33,1.51851394,9,0.954242509,3,0.477121255,FCCC(Cl)Cl
HCFC-261fc,152,2.181843588,42,1.62324929,12,1.079181246,CCC(F)(Cl)Cl
HCFC-262ba,867,2.938019097,242,2.383815366,69,1.838849091,CC(F)(Cl)CF
HCFC-262ca,767,2.884795364,214,2.330413773,61,1.785329835,CC(F)(F)CCl
HCFC-262da,104,2.017033339,29,1.462397998,8,0.903089987,FCC(Cl)CF
HCFC-262db,106,2.025305865,29,1.462397998,8,0.903089987,CC(Cl)C(F)F
HCFC-262ea,111,2.045322979,31,1.491361694,9,0.954242509,FCC(F)CCl
HCFC-262eb,133,2.123851641,37,1.568201724,11,1.041392685,CC(F)C(F)Cl
HCFC-262fa,143,2.155336037,40,1.602059991,11,1.041392685,FC(F)CCCl
HCFC-262fb,175,2.243038049,49,1.69019608,14,1.146128036,FCCC(F)Cl
HCFC-262fc,415,2.618048097,115,2.06069784,33,1.51851394,CCC(F)(F)Cl
HCFC-271ba,1270,3.103803721,362,2.558708571,103,2.012837225,CC(C)(F)Cl
HCFC-271da,16,1.204119983,4,0.602059991,1,0,CC(Cl)CF
HCFC-271ea,24,1.380211242,7,0.84509804,2,0.301029996,CC(F)CCl
HCFC-271fa,23,1.361727836,6,0.77815125,2,0.301029996,FCCCCl
HCFC-271fb,78,1.892094603,22,1.342422681,6,0.77815125,CCC(F)Cl
HFC-236ca,4500,3.653212514,1520,3.181843588,435,2.638489257,FC(F)C(F)(F)C(F)F
HFC-254ca,782,2.893206753,218,2.338456494,62,1.792391689,FCC(F)(F)CF
HFC-254cb,3830,3.583198774,1270,3.103803721,363,2.559906625,CC(F)(F)C(F)F
HFC-254ea,673,2.828015064,187,2.271841607,53,1.72427587,FCC(F)C(F)F
HFC-254eb,836,2.922206277,233,2.367355921,66,1.819543936,CC(F)C(F)(F)F
HFC-254fa,1920,3.283301229,538,2.730782276,154,2.187520721,FC(F)CC(F)F
HFC-254fb,422,2.625312451,117,2.068185862,33,1.51851394,FCCC(F)(F)F
HFC-263ca,1230,3.089905111,344,2.536558443,98,1.991226076,CC(F)(F)CF
HFC-263ea,86,1.934498451,24,1.380211242,7,0.84509804,FCC(F)CF
HFC-263eb,304,2.482873584,84,1.924279286,24,1.380211242,CC(F)C(F)F
HFC-263fa,309,2.489958479,86,1.934498451,24,1.380211242,FCCC(F)F
HFC-272ea,61,1.785329835,17,1.230448921,5,0.698970004,CC(F)CF
HFC-272fa,20,1.301029996,6,0.77815125,2,0.301029996,FCCCF
HFC-272fb,146,2.164352856,41,1.612783857,12,1.079181246,CCC(F)F
HFC-281ea,3,0.477121255,0.1,-1,0.1,-1,CC(C)F
HFC-281fa,8,0.903089987,2,0.301029996,0.1,-1,CCCF
HFC-329me,5890,3.770115295,4240,3.627365857,1390,3.1430148,FC(C(F)(F)F)C(F)(F)C(F)(F)F
HFC-338q,3470,3.540329475,1300,3.113943352,372,2.57054294,FCC(F)(F)C(F)(F)C(F)(F)F
HFC-338mce,2930,3.46686762,926,2.966610987,264,2.421603927,FC(F)C(F)C(F)(F)C(F)(F)F
HFC-338mec,3690,3.567026366,1260,3.100370545,360,2.556302501,FC(F)C(F)(F)C(F)C(F)(F)F
HFC-338pcc,4020,3.604226053,1460,3.164352856,417,2.620136055,FC(F)C(F)(F)C(F)(F)C(F)F
HFC-338mf,6790,3.831869774,7720,3.8876173,4950,3.694605199,FC(F)(F)CC(F)(F)C(F)(F)F
HFC-338mee,3900,3.591064607,1320,3.120573931,377,2.57634135,FC(C(F)C(F)(F)F)C(F)(F)F
HFC-347mcc,4910,3.691081492,3060,3.485721426,939,2.972665592,CC(F)(F)C(F)(F)C(F)(F)F
HFC-347mce,999,2.999565488,279,2.445604203,80,1.903089987,FCC(F)C(F)(F)C(F)(F)F
HFC-347mec,1450,3.161368002,406,2.608526034,116,2.064457989,FCC(F)(F)C(F)C(F)(F)F
HFC-347pcc,2920,3.465382851,907,2.957607287,259,2.413299764,FCC(F)(F)C(F)(F)C(F)F
HFC-347mcf,3250,3.511883361,1010,3.004321374,288,2.459392488,FC(F)CC(F)(F)C(F)(F)F
HFC-347mee,1930,3.285557309,549,2.739572344,156,2.193124598,FC(F)C(F)C(F)C(F)(F)F
HFC-347pce,2290,3.359835482,671,2.82672252,191,2.281033367,FC(F)C(F)C(F)(F)C(F)F
HFC-347mfc,4370,3.640481437,1640,3.214843848,469,2.671172843,FC(F)C(F)(F)CC(F)(F)F
HFC-347mef,3250,3.511883361,1010,3.004321374,287,2.457881897,FC(CC(F)(F)F)C(F)(F)F
HFC-356mce,636,2.803457116,177,2.247973266,50,1.698970004,FCCC(F)(F)C(F)(F)F
HFC-356mec,3820,3.582063363,1400,3.146128036,400,2.602059991,CC(F)(F)C(F)C(F)(F)F
HFC-356pcc,3440,3.536558443,1140,3.056904851,326,2.5132176,CC(F)(F)C(F)(F)C(F)F
HFC-356mee,701,2.845718018,195,2.290034611,56,1.748188027,FCC(F)C(F)C(F)(F)F
HFC-356pce,901,2.954724791,251,2.399673721,72,1.857332496,FCC(F)C(F)(F)C(F)F
HFC-356mfc,1710,3.23299611,486,2.686636269,139,2.1430148,FCC(F)(F)CC(F)(F)F
HFC-356pec,921,2.96425963,257,2.409933123,73,1.86332286,FCC(F)(F)C(F)C(F)F
HFC-356mef,1030,3.012837225,288,2.459392488,82,1.913813852,FC(F)CC(F)C(F)(F)F
HFC-356mfe,1160,3.064457989,323,2.509202522,92,1.963787827,FC(F)C(F)CC(F)(F)F
HFC-356pcf,2060,3.31386722,591,2.771587481,168,2.225309282,FC(F)CC(F)(F)C(F)F
HFC-356pee,1140,3.056904851,317,2.501059262,90,1.954242509,FC(F)C(F)C(F)C(F)F
HFC-356mff,3330,3.522444234,1030,3.012837225,294,2.46834733,FC(F)(F)CCC(F)(F)F
HFC-356qcc,2250,3.352182518,669,2.825426118,191,2.281033367,FCC(F)(F)C(F)(F)CF
HFC-365mcf,497,2.696356389,138,2.139879086,39,1.591064607,CCC(F)(F)C(F)(F)F
HFC-365mee,311,2.492760389,86,1.934498451,25,1.397940009,CC(F)C(F)C(F)(F)F
HFC-365pce,1400,3.146128036,394,2.595496222,112,2.049218023,CC(F)C(F)(F)C(F)F
HFC-365pec,1790,3.252853031,512,2.709269961,146,2.164352856,CC(F)(F)C(F)C(F)F
HFC-365qcc,3110,3.492760389,1010,3.004321374,288,2.459392488,CC(F)(F)C(F)(F)CF
HFC-365mef,319,2.503790683,89,1.949390007,25,1.397940009,FCCC(F)C(F)(F)F
HFC-365pcf,367,2.564666064,102,2.008600172,29,1.462397998,FCCC(F)(F)C(F)F
HFC-365mfe,225,2.352182518,62,1.792391689,18,1.255272505,FCC(F)CC(F)(F)F
HFC-365qee,549,2.739572344,153,2.184691431,44,1.643452676,FCC(F)C(F)C(F)F
HFC-365pfc,1090,3.037426498,306,2.485721426,87,1.939519253,FCC(F)(F)CC(F)F
HFC-365qce,543,2.73479983,151,2.178976947,43,1.633468456,FCC(F)C(F)(F)CF
HFC-365mff,1320,3.120573931,368,2.565847819,105,2.021189299,FC(F)CCC(F)(F)F
HFC-365pef,731,2.863917377,203,2.307496038,58,1.763427994,FC(F)CC(F)C(F)F
HFC-374mef,158,2.198657087,44,1.643452676,12,1.079181246,CCC(F)C(F)(F)F
HFC-374mfe,113,2.053078443,32,1.505149978,9,0.954242509,CC(F)CC(F)(F)F
HFC-374mff,29,1.462397998,8,0.903089987,2,0.301029996,FCCCC(F)(F)F
HFC-374pcf,192,2.283301229,53,1.72427587,15,1.176091259,CCC(F)(F)C(F)F
HFC-374pee,204,2.309630167,57,1.755874856,16,1.204119983,CC(F)C(F)C(F)F
HFC-374pef,215,2.33243846,60,1.77815125,17,1.230448921,FCCC(F)C(F)F
HFC-374pfc,976,2.989449818,272,2.434568904,78,1.892094603,CC(F)(F)CC(F)F
HFC-374pfe,167,2.222716471,47,1.672097858,13,1.113943352,FCC(F)CC(F)F
HFC-374qce,395,2.596597096,110,2.041392685,31,1.491361694,CC(F)C(F)(F)CF
HFC-374qec,628,2.797959644,175,2.243038049,50,1.698970004,CC(F)(F)C(F)CF
HFC-374qcf,259,2.413299764,72,1.857332496,20,1.301029996,FCCC(F)(F)CF
HFC-374qee,252,2.401400541,70,1.84509804,20,1.301029996,FCC(F)C(F)CF
HFC-374scc,4690,3.671172843,1930,3.285557309,553,2.742725131,CC(F)(F)C(C)(F)F
HFC-374pff,425,2.62838893,118,2.071882007,34,1.531478917,FC(F)CCC(F)F
HFC-383m,26,1.414973348,7,0.84509804,2,0.301029996,CCCC(F)(F)F
HFC-383pe,91,1.959041392,25,1.397940009,7,0.84509804,CCC(F)C(F)F
HFC-383pfe,89,1.949390007,25,1.397940009,7,0.84509804,CC(F)CC(F)F
HFC-383pff,42,1.62324929,12,1.079181246,3,0.477121255,FCCCC(F)F
HFC-383qcf,277,2.442479769,77,1.886490725,22,1.342422681,CCC(F)(F)CF
HFC-383qee,50,1.698970004,14,1.146128036,4,0.602059991,CC(F)C(F)CF
HFC-383qef,73,1.86332286,20,1.301029996,6,0.77815125,FCCC(F)CF
HFC-383qfc,250,2.397940009,69,1.838849091,20,1.301029996,CC(F)(F)CCF
HFC-383sce,295,2.469822016,82,1.913813852,23,1.361727836,CC(F)C(C)(F)F
HFC-392pff,14,1.146128036,4,0.602059991,1,0,CCCC(F)F
HFC-392qef,26,1.414973348,7,0.84509804,2,0.301029996,CCC(F)CF
HFC-392qfe,34,1.531478917,9,0.954242509,3,0.477121255,CC(F)CCF
HFC-392qff,7,0.84509804,2,0.301029996,0.1,-1,FCCCCF
HFC-392scf,159,2.201397124,44,1.643452676,13,1.113943352,CCC(C)(F)F
HFC-392see,31,1.491361694,9,0.954242509,2,0.301029996,CC(F)C(C)F
HFC-3-10-1q,3,0.477121255,0.1,-1,0.1,-1,CCCCF
HFC-3-10-1se,4,0.602059991,1,0,0.1,-1,CCC(C)F
HFC-b-329my,4530,3.656098202,2200,3.342422681,637,2.804139432,FC(F)C(F)(C(F)(F)F)C(F)(F)F
HFC-b-329mz,6600,3.819543936,8600,3.934498451,9080,3.958085849,FC(F)(F)C(C(F)(F)F)C(F)(F)F
HFC-b-338mz,4320,3.635483747,1650,3.217483944,472,2.673941999,FC(F)C(C(F)(F)F)C(F)(F)F
